2021 Summary Star View: Medicare Report Card Master Table,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,SNP,2018 Disaster %,2019 Disaster %,2021 Part C Summary,2021 Part D Summary,2021 Overall
H8181 ,Local CCP ,"SAPPHIRE EDGE, INC. ",Blue Cross and Blue Shield of Nebraska ,Blue Cross Blue Shield of Nebraska ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8189 ,Local CCP ,"MANAGED HEALTH SERVICES, WISCONSIN ",Allwell ,Centene Corporation ,Yes ,0,0,4.5,3.5,4.5
H8197 ,Demo ,"MOLINA HEALTHCARE OF TEXAS, INC. ",Molina Healthcare of Texas ,"Molina Healthcare, Inc., ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8211 ,Local CCP ,MAMSI LIFE AND HEALTH INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,0,0,3.5,4,3.5
H8213 ,Demo ,"SELECT HEALTH OF SOUTH CAROLINA, INC. ",FIRST CHOICE VIP CARE PLUS ,"Independence Health Group, Inc. ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8225 ,Local CCP ,CENTENE VENTURE COMPANY FLORIDA ,Ascension Complete ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8258 ,Demo ,LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY ,L.A. Care Cal MediConnect Plan ,Local Initiative Health Authority for LA County ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8280 ,Local CCP ,"BRIGHT HEALTH INSURANCE COMPANY OF ALABAMA, INC. ",Bright Health ,"Bright Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8293 ,Local CCP ,"CLEAR SPRING HEALTH (VA), INC. ",Clear Spring Health ,Group 1001 ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8298 ,Local CCP ,"HORIZON HEALTHCARE OF NEW JERSEY, INC. ",Horizon Blue Cross Blue Shield of New Jersey ,"Horizon Healthcare Services, Inc. ",Yes ,0,0,3,4.5,3.5
H8332 ,Local CCP ,"AETNA BETTER HEALTH OF KANSAS, INC. ",Aetna Medicare ,CVS Health Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8343 ,Local CCP ,AMERIGROUP INSURANCE COMPANY ,Amerigroup Insurance Company ,Anthem Inc. ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8364 ,Local CCP ,"BRIGHT HEALTH INSURANCE COMPANY OF ALABAMA, INC. ",Bright Health ,"Bright Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8379 ,Local CCP ,"PRIORITY HEALTH CHOICE, INC. ",Priority Health Medicare ,Spectrum Health System ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8390 ,Local CCP ,CARESOURCE GEORGIA CO. ,CareSource ,CareSource Management Group Co. ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8423 ,Demo ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna CarePlan ,CIGNA ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8432 ,Local CCP ,"EMPIRE HEALTHCHOICE HMO, INC. ",Empire BlueCross BlueShield ,Anthem Inc. ,Yes ,0,0,3,3,3
H8452 ,Demo ,CARESOURCE ,CareSource MyCare Ohio ,CareSource Management Group Co. ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8457 ,Local CCP ,"LONGEVITY HEALTH PLAN OF NEW YORK, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8492 ,Local CCP ,DIGNITY CARE CORPORATION ,Dignity Health Plan ,CommCare Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8547 ,Local CCP ,ILLINOIS BLUE CROSS BLUE SHIELD INSURANCE COMPANY ,Blue Cross and Blue Shield of Illinois ,Health Care Service Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8552 ,Local CCP ,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY ,Anthem Blue Cross Life and Health Insurance Co. ,Anthem Inc. ,Yes ,22,0,3.5,3.5,3.5
H8553 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF THE SOUTHWEST, INC. ",WellCare ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8554 ,Local CCP ,GHS INSURANCE COMPANY ,Blue Cross and Blue Shield of Texas ,Health Care Service Corporation ,No ,0,0,3,2.5,3
H8578 ,Local CCP ,"HEALTH NEW ENGLAND, INC. ",Health New England Medicare Advantage Plans ,"Baystate Health, Inc. ",No ,0,0,4,4,4
H8597 ,Local CCP ,AETNA BETTER HEALTH OF TEXAS INC. ,Aetna Medicare ,CVS Health Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8604 ,Local CCP ,THP INSURANCE COMPANY ,The Health Plan ,"The Health Plan of West Virginia, Inc. ",No ,0,0,3,3.5,3.5
H8634 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,"Blue Cross and Blue Shield of IL, NM ",Health Care Service Corporation ,No ,0,0,3.5,4,3.5
H8649 ,Local CCP ,AETNA HEALTH OF UTAH INC ,Aetna Medicare ,CVS Health Corporation ,No ,0,0,3.5,3,3
H8677 ,Demo ,MOLINA HEALTHCARE OF CALIFORNIA ,Molina Healthcare of California ,"Molina Healthcare, Inc., ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8711 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF NEW JERSEY ,WellCare ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8748 ,Local CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,6,0,3.5,3.5,3.5
H8764 ,Local CCP ,ASPIRE HEALTH PLAN ,Aspire Health Plan ,Montage Health ,No ,0,0,3.5,2.5,3
H8768 ,Local CCP ,UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,0,0,4,3.5,4
H8783 ,Local CCP ,"UCARE HEALTH, INC. ",UCare ,UCare Minnesota ,No ,0,0,Plan too new to be measured ,5,Plan too new to be measured
H8786 ,Demo ,"AMERIGROUP TEXAS, INC. ",Amerigroup STAR+PLUS MMP ,Anthem Inc. ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8797 ,Local CCP ,"PERENNIAL ADVANTAGE OF OHIO, INC. ",Perennial Advantage ,"Perennial Consortium, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8845 ,Local CCP ,"MAGELLAN COMPLETE CARE OF ARIZONA, INC. ",Magellan Complete Care ,"Magellan Health, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8849 ,Local CCP ,AMERIGROUP INSURANCE COMPANY ,Amerigroup Insurance Company ,Anthem Inc. ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8854 ,Local CCP ,"UNIVERSITY OF MARYLAND HEALTH ADVANTAGE, INC. ",University of Maryland Health Advantage ,University of Maryland Medical System Corporation ,Yes ,0,0,3.5,3.5,3.5
H8889 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,No ,0,0,4.5,4.5,4.5
H8908 ,Local CCP ,"HUMANA MEDICAL PLAN OF MICHIGAN, INC. ",Humana ,Humana Inc. ,Yes ,0,0,3,3.5,3
H8961 ,Local CCP ,"OSCAR MANAGED CARE OF SOUTH FLORIDA, INC ",Oscar ,"Mulberry Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8967 ,Local CCP ,"GOOD SAMARITAN INSURANCE PLAN OF NORTH DAKOTA, LLC ",Great Plains Medicare Advantage ,Sanford Health ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9001 ,Local CCP ,FALLON COMMUNITY HEALTH PLAN ,Fallon Health ,Fallon Community Health Plan ,Yes ,0,0,4,4.5,4.5
H9003 ,Local CCP ,KAISER FOUNDATION HP OF THE N W ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",No ,0,0,5,5,5
H9042 ,Local CCP ,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC. ",MyTruAdvantage ,"SIHO Holding, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9047 ,Local CCP ,PROVIDENCE HEALTH ASSURANCE ,Providence Medicare Advantage Plans ,Providence Health & Services ,Yes ,0,0,4,4,4.5
H9065 ,Local CCP ,"AMH HEALTH, LLC ",AMH Health ,Anthem Inc. ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9066 ,Local CCP ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,Nascentia Health Plus ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9070 ,Local CCP ,COMPBENEFITS INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,Plan too new to be measured ,4,Plan too new to be measured
H9082 ,Local CCP ,"MOLINA HEALTHCARE OF NEW MEXICO, INC. ","Molina Healthcare of New Mexico, Inc. ","Molina Healthcare, Inc., ",Yes ,0,0,2.5,3,3
H9095 ,Local CCP ,"LONGEVITY HEALTH PLAN OF OKLAHOMA, INC ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9096 ,Local CCP ,"DEAN HEALTH PLAN, INC. ","Dean Advantage, Prevea360 Medicare Advantage ",SSM Healthcare Corporation ,No ,0,0,4.5,4,4.5
H9104 ,Local CCP ,SCAN HEALTH PLAN ,SCAN Health Plan ,SCAN Health Plan ,Yes ,67,0,Not enough data available ,Not enough data available ,Not enough data available
H9147 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NC SENIOR HEALTH ,Blue Cross and Blue Shield of NC Senior Health ,Blue Cross and Blue Shield of North Carolina ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9153 ,Local CCP ,"WEST VIRGINIA SENIOR ADVANTAGE, INC. ",West Virginia Senior Advantage ,"Stonerise Senior Advantage Holdings, LLC ",Yes ,0,0,Not enough data available ,4,Not enough data available
H9191 ,Local CCP ,"PROVIDER PARTNERS HEALTH PLAN OF MISSOURI, INC. ",Provider Partners Health Plans ,"Rifkin Managed Care Holding Company, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9207 ,Local CCP ,"HEALTH PARTNERS PLANS, INC. ",Health Partners Medicare ,"Health Partners Plans, Inc. ",Yes ,0,0,3.5,3.5,3.5
H9219 ,Local CCP ,"AMH HEALTH PLANS OF MAINE, INC. ",AMH Health ,Anthem Inc. ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9258 ,Local CCP ,"WELLCARE HEALTH PLANS OF RHODE ISLAND, INC. ",WellCare ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9276 ,Local CCP ,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC. ",Allwell ,Centene Corporation ,No ,0,0,3,3,3
H9302 ,Local CCP ,PREMERA BLUE CROSS ,Premera Blue Cross Medicare Advantage ,Premera ,No ,0,0,3.5,4,3.5
H9335 ,Local CCP ,"WELLCARE HEALTH PLANS OF MISSOURI, INC. ",WellCare ,Centene Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9364 ,Local CCP ,"WELLCARE OF MAINE, INC. ",WellCare ,Centene Corporation ,Yes ,0,0,Plan too new to be measured ,4.5,Plan too new to be measured
H9387 ,Local CCP ,"SUNFLOWER STATE HEALTH PLAN, INC. ",Allwell ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9403 ,Local CCP ,"EON HEALTH, INC. (SC) ",Clear Spring Health ,Group 1001 ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9408 ,Local CCP ,"VIBRA HEALTH PLAN, INC. ",Vibra Health Plan ,Capital BlueCross ,No ,0,0,3.5,3.5,3.5
H9412 ,Local CCP ,"GEISINGER QUALITY OPTIONS, INC. ",Geisinger Gold ,Geisinger Health ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9428 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF TENNESSEE, INC. ",WellCare ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9431 ,Local CCP ,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,No ,0,0,Plan too new to be measured ,3.5,Plan too new to be measured
H9455 ,Local CCP ,"HEALTH CHOICE UTAH, INC. ",Steward Health Choice Generations Utah ,"Steward Health Care System, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9460 ,Local CCP ,"CIGNA HEALTHCARE OF ST LOUIS, INC. ",Cigna ,CIGNA ,No ,0,0,3,3,3
H9487 ,Demo ,"MICHIGAN COMPLETE HEALTH, INC. ",Michigan Complete Health ,Centene Corporation ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9489 ,Local CCP ,"VERMONT BLUE ADVANTAGE, INC. ",Vermont Blue Advantage ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9516 ,Local CCP ,BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK ,Bright Health ,"Bright Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9525 ,Local CCP ,COMPCARE HEALTH SERVICES INSURANCE CORPORATION ,Anthem Blue Cross and Blue Shield ,Anthem Inc. ,Yes ,0,0,4,3.5,3.5
H9572 ,Local CCP ,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY ,Blue Cross Blue Shield of Michigan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,3.5,4,3.5
H9576 ,Demo ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9585 ,Local CCP ,"BOSTON MEDICAL CENTER HEALTH PLAN, INC. ",BMC HealthNet Plan Senior Care Options ,"BMC Health System, Inc. ",Yes ,0,0,Not enough data available ,3.5,Not enough data available
H9589 ,Local CCP ,"EON HEALTH, INC. (GA) ",Clear Spring Health ,Group 1001 ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9590 ,Local CCP ,"LONGEVITY HEALTH PLAN OF ILLINOIS, INC. ",Longevity Health ,"Longevity Health Founders, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9615 ,Local CCP ,"MVP HEALTH PLAN, INC. ",MVP HEALTH CARE ,"MVP Health Care, Inc. ",No ,0,0,3.5,4,4
H9630 ,Local CCP ,"ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC ",Allwell ,Centene Corporation ,No ,0,0,3.5,3.5,3.5
H9662 ,Local CCP ,"CIGNA HEALTHCARE OF CALIFORNIA, INC. ",Cigna ,CIGNA ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9686 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF NEVADA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9699 ,Local CCP ,"HMO PARTNERS, INC. ",Health Advantage ,"HMO Partners, Inc. ",No ,0,0,3,3,3
H9706 ,Local CCP ,HCSC INSURANCE SERVICES COMPANY ,Blue Cross and Blue Shield of Texas ,Health Care Service Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9712 ,Demo ,"HAP EMPOWERED HEALTH PLAN, INC. ",HAP Empowered MI Health Link ,Henry Ford Health System ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9725 ,Local CCP ,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC. ",Cigna ,CIGNA ,Yes ,3,0,4.5,3.5,4.5
H9730 ,Local CCP ,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC ",WellCare ,Centene Corporation ,Yes ,0,0,3.5,3.5,3.5
H9808 ,Local CCP ,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA ,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA ,Moses H. Cone Memorial Hospital Corp. ,No ,0,0,3.5,3.5,3.5
H9811 ,Local CCP ,"MAGNOLIA HEALTH PLAN, INC. ",Allwell ,Centene Corporation ,Yes ,0,0,Not enough data available ,3,Not enough data available
H9826 ,Local CCP ,"COMMUNITY HEALTH CHOICE TEXAS, INC. ",Community Health Choice ,Harris County Hospital District ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9834 ,Local CCP ,QUARTZ HEALTH PLAN MN CORPORATION ,Quartz Medicare Advantage ,University of Wisconsin Hospitals and Clincs Autho ,No ,0,0,4.5,4,5
H9861 ,Local CCP ,"RELIANCE HMO, INC. ",Reliance Medicare Advantage ,"RELIANCE HMO, INC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9869 ,Demo ,"PARTNERS HEALTH PLAN, INC. ",Partners Health Plan ,"PHSI, Inc. ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9870 ,Local CCP ,"UNIVERSITY HEALTH CARE, INC. ",Passport Advantage ,"University Health Care, Inc. ",Yes ,0,0,3,3,3
H9877 ,Local CCP ,"VIRGINIA PREMIER HEALTH PLAN, INC. ",Virginia Premier ,Virginia Cwlth University Hlth System Authority ,Yes ,0,0,3,3,2.5
H9878 ,Local CCP ,"BRIGHT HEALTH INSURANCE COMPANY OF OHIO, INC. ",Bright Health ,"Bright Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9909 ,Local CCP ,"AMERICAN HEALTH PLAN OF MS, INC. ",American Health Advantage of MS ,"American Health Companies, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9917 ,Local CCP ,"ALIGN SENIOR CARE FLORIDA, INC. ",Align Senior Care ,"Innovative Long Term Care Management, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9942 ,Local CCP ,LONGEVITY HEALTH PLAN OF NEW JERSEY INSURANCE COMP ,Longevity Health Plan ,"Longevity Health Founders, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9952 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,Yes ,0,0,Plan too new to be measured ,3,Plan too new to be measured
H9955 ,Local CCP ,"MOLINA HEALTHCARE OF OHIO, INC. ",Molina Healthcare of Ohio ,"Molina Healthcare, Inc., ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
R0110 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3,3,3
R0759 ,Regional CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,0,0,3.5,3.5,3.5
R0802 ,Regional CCP ,"MARTIN'S POINT GENERATIONS ADVANTAGE, INC. ",Martin's Point Generations Advantage ,"Martin's Point Health Care, Inc. ",No ,0,0,Plan too new to be measured ,4.5,Plan too new to be measured
R0865 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3.5,4,3.5
R0923 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3.5,4,3.5
R1390 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,30,0,3.5,4,3.5
R1532 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3,3,3
R1548 ,Regional CCP ,UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,40,0,4.5,4,4
R2604 ,Regional CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,0,0,3.5,3.5,3.5
R3175 ,Regional CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,0,0,3,4,3.5
R3332 ,Regional CCP ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",Florida Blue ,Guidewell Mutual Holding Corporation ,No ,4,0,3.5,3.5,3.5
R3392 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,19,0,3.5,3.5,3.5
R3444 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,0,0,3.5,4,3.5
R3887 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3.5,4,3.5
R4182 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3.5,3.5,3.5
R4487 ,Regional CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,No ,0,0,3.5,3.5,3.5
R4845 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3,3.5,3
R5329 ,Regional CCP ,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,0,0,4,4,4
R5342 ,Regional CCP ,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,0,0,3.5,4,4
R5361 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3,4,3.5
R5495 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3,3.5,3
R5826 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,10,0,3.5,3.5,3.5
R5941 ,Regional CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,No ,0,0,3.5,3.5,3.5
R6694 ,Regional CCP ,AETNA LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,No ,0,0,3.5,3.5,3.5
R6801 ,Regional CCP ,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,0,0,3.5,3.5,3.5
R7220 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3,3,3
R7315 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,3.5,3.5,3.5
R7444 ,Regional CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,9,0,3.5,3.5,3.5
S0586 ,PDP ,"MVP HEALTH PLAN, INC. ",MVP Health Care ,"MVP Health Care, Inc. ",No ,5,0,Not Applicable ,Not enough data available ,Not Applicable
S0655 ,PDP ,TUFTS INSURANCE COMPANY ,Tufts Health Plan ,"Tufts Health Plan, Inc ",No ,0,0,Not Applicable ,5,Not Applicable
S1030 ,PDP ,BCBS OF ALABAMA & UTIC INSURANCE COMPANY ,BlueRx (PDP) ,BlueCross BlueShield of Alabama ,No ,0,0,Not Applicable ,3.5,Not Applicable
S1140 ,PDP ,HEALTHNOW NEW YORK INC. ,BlueCross BlueShield of WNY and BlueShield of NENY ,HealthNow New York Inc. ,No ,0,0,Not Applicable ,4.5,Not Applicable
S1822 ,PDP ,"HEALTHPARTNERS, INC. ",HealthPartners ,"HealthPartners, Inc. ",No ,1,0,Not Applicable ,5,Not Applicable
S1894 ,PDP ,"COMMUNITYCARE GOVERNMENT PROGRAMS, INC. ",CommunityCare Prescription Drug Plan (PDP) ,St Francis Health System & St John Health System ,No ,0,0,Not Applicable ,2.5,Not Applicable
S2465 ,PDP ,OPTIMA HEALTH PLAN ,Optima Medicare ,Sentara Health Care (SHC) ,No ,0,0,Not Applicable ,Plan too new to be measured ,Not Applicable
S2468 ,PDP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,No ,24,0,Not Applicable ,4,Not Applicable
S2668 ,PDP ,MEMBERS HEALTH INSURANCE COMPANY ,Farm Bureau Health Plans ,Tennessee Rural Health Improvement Association ,No ,0,0,Not Applicable ,3,Not Applicable
S2874 ,PDP ,"HUMANA INSURANCE OF PUERTO RICO, INC. ",Humana ,Humana Inc. ,No ,0,22,Not Applicable ,3,Not Applicable
S2893 ,PDP ,ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT ,Blue MedicareRx ,Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT ,No ,0,0,Not Applicable ,4.5,Not Applicable
S3285 ,PDP ,MG INSURANCE COMPANY ,MG Insurance Company ,"MedImpact Holdings, Inc. ",No ,0,0,Not Applicable ,2.5,Not Applicable
S3375 ,PDP ,"EMPIRE HEALTHCHOICE ASSURANCE, INC. ","BlueCross BlueShield: Empire, Excellus, WNY & NENY ",Anthem Inc. ,No ,0,0,Not Applicable ,Plan too new to be measured ,Not Applicable
S3389 ,PDP ,"UPMC HEALTH BENEFITS, INC. ",UPMC Health Plan ,UPMC Health System ,No ,2,0,Not Applicable ,5,Not Applicable
S3521 ,PDP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",No ,2,0,Not Applicable ,5,Not Applicable
S3535 ,PDP ,INDY HEALTH INSURANCE COMPANY ,Indy Health Insurance Company ,"Indy Health, Inc. ",No ,0,0,Not Applicable ,Plan too new to be measured ,Not Applicable
S3875 ,PDP ,GRANITE ALLIANCE INSURANCE COMPANY ,Granite Alliance ,"Magellan Health, Inc. ",No ,1,0,Not Applicable ,3.5,Not Applicable
S3994 ,PDP ,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA) ,HMSAs Medicare Rx Plan ,Hawaii Medical Service Association ,No ,0,0,Not Applicable ,Not enough data available ,Not Applicable
S4219 ,PDP ,HEALTH ALLIANCE MEDICAL PLANS ,Health Alliance Medicare Prescription Plan ,The Carle Foundation ,No ,0,0,Not Applicable ,5,Not Applicable
