Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP_x,Part C Summary,Overall,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,SNP_y,Part D Summary,Year,2014 Part D Summary Rating,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,SNP,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
H0979,PFFS,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","America's 1st Choice Holdings of N.C., LLC",3,2,4,4,4,4,2,1,3,2,0,0,0,0,3,3,2,2,3,0,3,3,4,4,4,4,4,4,5,1,5,2,3,0,0,5,3,3,4,3,0,No,3,3,3,1,0,1,5,2,1,4,4,4,3,2,3,2,2,2,2,4,3,No,2.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1013,Local CCP,"COVENTRY HEALTH PLAN OF FLORIDA, INC.",Coventry Health Plan of Florida,Aetna Inc.,5,5,5,5,4,1,5,1,2,5,5,5,5,3,4,5,4,4,4,2,2,4,4,2,2,4,4,4,4,3,4,3,4,4,1,4,4,4,3,4,3,Yes,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,Yes,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1016,Local CCP,"AVMED, INC.",AvMed Medicare,"AvMed, Inc.",4,5,5,5,5,2,5,2,3,4,0,0,0,2,5,5,4,5,4,3,2,4,3,4,1,5,4,5,3,5,3,4,3,4,4,5,4,4,4,4,4,No,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,No,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1019,Local CCP,"CAREPLUS HEALTH PLANS, INC.","CarePlus Health Plans, Inc.",Humana Inc.,5,5,5,5,5,2,4,1,3,5,5,5,5,5,5,5,4,5,4,5,2,4,4,2,4,4,4,5,3,3,5,3,5,5,5,5,4,4,4,4,5,Yes,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,Yes,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1026,Local CCP,"HEALTH OPTIONS, INC.",Florida Blue HMO,Blue Cross and Blue Shield of Florida,3,4,5,5,2,2,5,3,2,3,0,0,0,2,2,5,4,4,4,3,3,4,3,2,4,4,4,4,4,1,4,4,4,3,3,3,3,3,4,3,3,No,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,4,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1032,Local CCP,"WELLCARE OF FLORIDA, INC.",WellCare,"WellCare Health Plans, Inc.",4,5,5,4,3,2,4,2,3,5,4,3,3,2,4,5,4,3,3,2,1,3,3,1,2,1,2,4,2,2,4,2,5,4,4,4,4,3,2,3,4,Yes,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,Yes,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1035,Local CCP,"FLORIDA HEALTH CARE PLAN, INC.","Florida Health Care Plan, Inc.",Blue Cross and Blue Shield of Florida,5,5,5,5,5,4,4,2,3,5,0,0,0,3,5,5,5,5,4,5,2,4,4,5,4,4,5,5,5,5,4,5,4,4,4,3,4,4,5,5,4,Yes,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,Yes,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1036,Local CCP,"HUMANA MEDICAL PLAN, INC.","Humana Medical Plan, Inc.",Humana Inc.,5,5,5,5,5,4,4,1,3,5,5,5,5,3,5,5,5,5,4,3,3,4,4,4,4,0,2,4,2,3,5,5,5,5,4,5,4,4,3,5,5,Yes,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,Yes,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1045,Local CCP,PREFERRED CARE PARTNERS INC.,"Preferred Care Partners, Inc.","UnitedHealth Group, Inc.",4,5,5,5,5,1,4,2,3,4,1,3,3,2,4,5,3,4,3,2,3,4,3,4,1,4,5,5,5,2,4,4,3,5,3,5,4,3,4,3,4,Yes,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,Yes,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1076,Local CCP,"COVENTRY HEALTH CARE OF FLORIDA, INC.",Coventry Health Care of Florida,Aetna Inc.,4,5,5,5,2,1,5,2,3,4,5,5,4,3,3,5,3,4,4,3,1,4,2,4,3,4,4,4,4,4,4,2,5,0,0,4,4,4,4,4,0,Yes,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,Yes,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1080,Local CCP,"UNITEDHEALTHCARE OF FLORIDA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,5,4,3,3,5,2,2,4,2,2,2,2,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,2,1,2,5,4,4,5,4,3,4,3,4,Yes,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,Yes,3,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1099,Local CCP,HEALTH FIRST HEALTH PLANS,"Health First Health Plans, Inc.",Health First,4,5,5,4,4,4,5,3,3,5,0,0,0,2,5,5,5,5,4,5,2,4,3,4,4,5,4,4,4,4,5,5,4,3,5,5,4,4,4,5,4,No,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1108,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,1,2,4,1,5,1,3,3,4,4,3,1,5,5,2,2,3,2,2,4,4,0,2,3,4,4,2,3,1,3,5,3,0,4,2,3,3,3,4,Yes,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,Yes,2.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1109,Local CCP,AETNA HEALTH INC.(GEORGIA),Aetna Medicare,Aetna Inc.,3,4,5,5,3,4,4,1,4,2,0,0,0,0,4,5,3,3,3,5,2,4,5,4,4,4,4,2,2,3,1,4,2,5,0,5,4,4,3,3,5,No,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,No,2.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1110,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,4,5,5,4,4,5,0,0,3,2,0,0,0,0,5,4,3,3,3,0,3,4,3,4,2,2,4,4,4,4,1,5,2,5,0,5,4,4,3,3,5,No,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1111,Local CCP,"UNITEDHEALTHCARE OF GEORGIA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,2,2,2,5,1,2,3,0,0,0,1,3,5,3,3,3,3,2,4,5,2,1,3,4,4,3,1,1,3,4,5,0,5,3,3,3,2,5,No,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,No,2.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1112,Local CCP,"WELLCARE OF GEORGIA, INC.",WellCare,"WellCare Health Plans, Inc.",3,3,5,4,2,2,5,1,3,3,2,1,1,1,3,5,3,3,3,3,2,4,3,1,1,1,1,1,1,2,4,3,3,4,5,4,3,3,1,3,4,Yes,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,Yes,3,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1170,Local CCP,"KAISER FOUNDATION HP OF GA, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,5,3,4,4,2,3,5,5,5,5,3,5,5,5,5,5,4,3,3,4,4,4,4,4,5,4,2,5,5,5,5,4,5,4,4,4,4,5,Yes,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,Yes,5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1216,Local CCP,"HARMONY HEALTH PLAN OF ILLINOIS, INC.",WellCare,"WellCare Health Plans, Inc.",3,3,4,2,2,1,4,1,2,4,4,2,2,0,3,4,3,2,2,0,0,3,2,2,4,1,2,1,2,1,4,1,3,4,0,4,3,3,2,2,4,Yes,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,Yes,2.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1230,Local CCP,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,5,5,5,4,2,3,5,0,0,0,3,5,5,5,5,5,3,2,4,4,4,5,4,5,5,5,4,5,5,3,0,0,5,4,4,5,4,0,No,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,No,5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1264,Local CCP,"WELLCARE OF TEXAS, INC.",WellCare,"WellCare Health Plans, Inc.",3,3,5,4,2,2,5,2,3,4,3,2,2,2,3,5,3,3,2,3,1,3,3,2,1,3,2,2,3,2,4,1,5,4,5,4,3,3,2,3,4,Yes,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,Yes,3,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1286,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,2,2,4,2,2,3,0,0,0,2,4,4,3,3,3,3,3,2,4,4,5,3,4,2,4,5,1,5,2,4,3,5,3,3,4,3,4,No,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1302,Local CCP,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",3,3,3,1,2,1,0,0,2,2,0,0,0,2,2,3,3,2,3,3,2,1,5,4,4,3,4,1,4,3,4,1,2,3,2,4,2,3,3,3,3,No,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1303,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,2,3,2,3,4,2,3,3,0,0,0,2,3,4,3,3,3,3,3,3,4,5,5,2,4,2,4,3,1,5,2,4,0,5,3,3,4,3,5,No,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1304,Local CCP,REGENCE BLUE SHIELD OF IDAHO,Regence BlueShield Of Idaho,"Cambia Health Solutions, Inc.",3,4,4,2,4,4,5,2,2,2,0,0,0,1,4,5,2,2,3,5,1,2,5,4,5,4,4,2,4,5,5,5,2,5,3,5,3,3,4,4,4,No,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,4,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1350,Local CCP,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",3,4,4,4,4,4,4,2,2,3,5,5,5,2,4,4,4,4,3,5,2,3,4,4,4,4,4,4,5,4,5,3,2,3,3,4,3,4,4,4,3,Yes,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,Yes,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1365,Local CCP,"MARTIN'S POINT GENERATIONS, LLC",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",5,2,5,4,4,4,0,0,3,1,0,0,0,0,4,4,1,1,1,0,3,1,5,4,5,5,4,4,4,5,5,2,1,0,0,5,4,3,4,3,0,No,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1406,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3,4,5,4,2,4,4,1,3,5,0,0,0,1,4,5,3,4,4,3,2,3,3,2,4,3,4,2,3,2,5,5,2,5,4,5,4,3,3,4,5,Yes,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,Yes,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1415,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,4,5,5,4,2,2,4,1,3,5,4,4,4,1,4,5,3,3,3,4,2,4,3,2,4,3,4,4,4,1,4,3,5,5,4,5,4,3,4,3,5,Yes,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,Yes,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1416,Local CCP,"HARMONY HEALTH PLAN OF ILLINOIS, INC.",WellCare,"WellCare Health Plans, Inc.",4,4,5,2,2,2,5,3,3,4,3,2,1,2,4,5,3,3,3,3,2,4,3,2,2,1,2,2,4,2,4,3,3,5,4,4,3,3,2,3,4,Yes,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,Yes,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1417,Local CCP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,Health Alliance Medical Plans,4,4,5,4,4,4,5,2,2,4,0,0,0,2,4,5,3,4,4,4,3,3,3,5,5,5,5,5,4,2,5,5,3,5,1,4,4,4,5,4,3,No,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1418,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,4,5,4,3,3,5,2,3,4,0,0,0,2,4,5,3,4,3,5,3,3,3,4,4,3,4,2,4,2,5,4,4,5,4,5,4,4,4,4,5,No,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1419,Local CCP,"AETNA HEALTH,  INC. (PA)",Aetna Medicare,Aetna Inc.,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,No,3,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1463,Local CCP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,Health Alliance Medical Plans,5,5,4,4,4,5,5,1,2,5,0,0,0,2,5,5,4,5,4,5,2,4,3,4,5,5,5,5,5,5,5,5,5,5,1,4,4,4,5,5,3,No,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,No,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1468,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,4,4,5,4,4,4,5,2,2,5,0,0,0,2,5,5,5,4,4,5,2,4,3,4,4,3,4,4,5,5,5,5,3,5,0,5,4,4,4,5,5,No,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,No,5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1509,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,5,4,4,4,4,2,3,4,0,0,0,2,4,4,3,4,3,5,3,4,4,5,3,4,4,2,4,4,1,5,5,4,4,5,4,4,4,4,4,No,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1510,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,4,2,2,3,3,5,2,2,4,0,0,0,2,3,4,3,3,4,5,2,3,3,3,4,3,4,4,4,3,5,4,4,5,4,5,3,3,4,4,5,No,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,No,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1517,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,3,4,4,2,4,4,2,2,5,0,0,0,2,3,4,3,3,4,5,3,2,4,4,5,3,4,2,5,1,2,1,2,1,0,5,3,3,4,2,3,No,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1595,Local CCP,HEALTHPLUS INSURANCE COMPANY,HealthPlus,HealthPlus of Michigan,5,5,5,4,4,5,0,0,2,5,0,0,0,0,5,5,5,4,4,0,3,3,3,5,4,5,5,5,5,1,5,4,0,0,0,4,4,4,5,3,0,No,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,No,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1607,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,5,2,3,2,3,4,2,2,4,0,0,0,2,4,4,4,4,4,4,2,3,3,4,4,3,4,1,4,4,2,5,4,0,0,5,3,3,3,4,0,No,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1608,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,3,3,4,4,3,4,5,2,2,4,0,0,0,3,5,4,4,5,4,5,2,1,3,4,4,4,4,4,5,3,4,5,5,5,5,4,3,4,4,4,5,No,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,No,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1609,Local CCP,"COVENTRY HEALTH CARE OF IOWA, INC.",Coventry Health Care,Aetna Inc.,3,5,4,4,3,4,5,2,1,4,0,0,0,3,5,5,5,5,5,5,2,3,3,5,5,4,4,4,5,2,4,3,4,0,0,4,4,4,5,3,0,No,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1651,1876 Cost,"MEDICAL ASSOCIATES HEALTH PLAN, INC.","Medical Associates Health Plan, Inc.","Medical Associates Clinic, P.C.",5,5,5,4,4,5,5,2,2,5,0,0,0,Benefit not offered by plan,5,5,5,5,5,Benefit not offered by plan,3,3,0,5,5,5,5,5,5,5,5,5,3,0,0,0,4,4,5,5,0,No,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1681,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,2,3,4,3,2,1,2,1,2,3,0,0,0,2,3,3,2,2,3,4,3,3,3,4,2,3,4,1,3,3,5,1,2,5,0,5,2,3,3,3,5,No,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1716,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,5,4,4,4,5,2,3,4,0,0,0,2,3,5,3,3,3,5,3,2,3,4,4,2,4,4,5,2,5,2,3,5,4,5,4,3,4,3,5,No,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1717,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",1,2,2,1,2,0,4,1,2,4,5,5,5,0,3,3,3,2,3,0,1,3,5,0,0,0,0,0,0,0,1,5,4,3,0,4,2,3,0,3,4,Yes,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,Yes,2.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1777,Local CCP,"CATHOLIC SPECIAL NEEDS PLAN, LLC","ArchCare Advantage, HMO SNP",Catholic Health Care System,0,1,0,4,5,0,0,0,1,5,5,5,5,0,5,5,3,5,0,0,0,0,5,0,0,0,0,0,0,1,4,5,0,0,0,5,0,5,0,3,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,Yes,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1846,Local CCP,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,Trinity Health,0,0,0,0,0,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,3,5,0,0,0,0,5,0,0,4,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,No,4.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1849,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",2,4,4,4,2,4,4,2,1,2,0,0,0,1,3,5,4,4,4,3,1,4,3,4,4,2,4,2,4,3,2,2,2,1,0,5,3,3,3,2,3,No,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,No,3,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1903,Local CCP,"WELLCARE OF LOUISIANA, INC.",WellCare,"WellCare Health Plans, Inc.",3,4,4,4,2,2,5,1,1,2,2,1,2,1,2,5,2,2,3,3,2,4,2,4,2,3,4,4,3,2,4,2,2,4,4,4,3,2,3,3,4,Yes,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,2,Yes,2.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1906,PFFS,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,3,3,5,4,2,3,4,1,2,2,0,0,0,0,2,4,2,3,3,0,3,4,4,5,3,4,5,4,4,3,5,5,2,5,0,5,3,3,4,4,5,No,3.5,3.5,5,5,0,3,5,5,3,5,4,4,5,1,4,4,4,5,4,5,4,No,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1944,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,4,4,3,4,5,2,3,4,0,0,0,2,4,5,3,3,3,4,2,3,3,2,4,1,4,1,4,1,1,3,2,5,4,5,4,3,3,2,5,No,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,No,3.5,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1951,Local CCP,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","Humana Health Benefit Plan of Louisiana, Inc.",Humana Inc.,4,5,5,4,4,4,4,1,2,4,4,5,4,2,5,5,3,4,4,4,2,4,3,4,2,3,5,5,4,3,5,5,4,5,4,5,4,4,4,4,5,Yes,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,Yes,4,2014 Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
