2020 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0545,Local CCP,"Inter Valley Health Plan, Inc.",Inter Valley Health Plan,InterValley Health Plan,4,4,3,3,5,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,5,5,5,5,2,2,5,3,1,1,3,4,2,4,1,5,4,3,2,2,2,4,5,Not enough data available,5,4,5,4,2,5,3,3,3,2,3
H0562,Local CCP,"Health Net Of California,inc.",Health Net of California,Centene Corporation,4,5,4,4,5,4,5,2,5,4,4,3,5,5,5,3,4,4,2,3,2,3,3,3,3,4,2,5,4,5,4,4,4,5,3,2,5,4,5,3,3,5,4,3,3,5,5
H0571,Local CCP,Chinese Community Health Plan,Chinese Community Health Plan,Chinese Hospital Association,3,4,5,2,4,4,5,4,5,3,4,Not enough data available,5,3,4,5,5,2,4,3,5,3,1,5,5,3,1,5,5,1,4,3,3,5,5,Not enough data available,5,5,3,4,1,5,5,5,4,4,5
H0602,1876 Cost,Rocky Mountain Health Maintenance Organization,Rocky Mountain Health Plans,"UnitedHealth Group, Inc.",3,4,3,1,4,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,3,3,5,Benefit not offered by plan,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,4,3,2,3,5,5,3,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0609,Local CCP,"Pacificare Of Colorado, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,5,3,4,4,5,No data available,No data available,No data available,No data available,4,5,5,5,3,2,2,3,4,2,2,3,3,2,2,3,5,4,5,5,5,5,5,5,5,5,4,4,2,2,5,4,4,4,5,3
H0624,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",3,5,3,4,3,2,4,3,4,3,4,Not enough data available,4,5,4,3,3,3,2,4,3,3,4,4,3,4,3,5,4,4,5,5,5,5,5,Not enough data available,5,4,5,4,4,5,3,3,3,4,3
H0628,Local CCP,Aetna Health Of Ohio Inc.,Aetna Medicare,CVS Health Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0630,Local CCP,Kaiser Foundation Hp Of Co,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",4,5,5,4,3,4,5,4,5,5,5,5,5,5,5,5,2,3,5,4,5,4,5,4,5,5,3,5,5,5,4,5,5,5,5,Not enough data available,5,5,5,5,5,5,5,5,5,5,5
H0657,1876 Cost,"Friday Health Plans Of Colorado, Inc.",Friday Health Plans of Colorado,"Friday Health Plans, Inc.",1,2,Plan too small to be measured,3,3,1,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,No data available,No data available,2,Benefit not offered by plan,1,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0672,Local CCP,"Cigna Healthcare Of Colorado, Inc.",Cigna,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0710,Local CCP,"Sierra Health And Life Insurance Company, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",2,5,Plan too small to be measured,1,5,1,5,5,5,5,5,Not enough data available,5,5,5,Not enough data available,Not enough data available,Not enough data available,3,4,3,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,5,5,5,5,5,5,5,Not enough data available,5,5,5,Plan too small to be measured,Plan too small to be measured,3,5,2,3,5,5
H0712,Local CCP,"Wellcare Of Connecticut, Inc.",WellCare,"WellCare Health Plans, Inc.",3,3,2,2,5,4,4,1,4,3,3,Not enough data available,4,4,4,4,4,3,2,2,3,2,3,1,2,2,2,4,3,2,5,3,4,3,5,Not enough data available,4,3,4,2,3,5,3,3,3,3,5
H0724,Local CCP,Buckeye Health Plan Community Solutions,Allwell,Centene Corporation,Not enough data available,Not enough data available,2,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,1,No data available,3,Not enough data available,Plan too new to be measured,Plan too new to be measured,1,No data available,Not enough data available,Not enough data available,3,4,Not enough data available,2,3,3,2,Not enough data available,Not enough data available,Not enough data available,5,5,4,Not enough data available,3,2,Not enough data available,1,Not enough data available,5,2,1,2,4,4
H0755,Local CCP,"Oxford Health Plans (ct), Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,4,3,5,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,5,4,2,2,3,4,3,3,3,3,2,2,3,5,4,5,5,5,5,5,5,5,5,4,5,2,3,5,4,4,3,3,3
H0798,Local CCP,Medica Community Health Plan,Medica,Medica Holding Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
